subjectId,randCondNum,validationRadio,subjectValidation1,expTime_min,minRespTime_sec,iwould_large,iwould_small,iexpectOther_large,iexpectOther_small,dem_gender,dem_language,val_recognized,val_familiar,val_feedback,Data_Set,HITID,val0(7510),val1(disdain),val2(jealousy),val3(AF25HAS),val4(steal),val5(pia2_D_a2_C),val6(pia2_D_a2_C),Excluded,Notes
d3ba532fc0c549e8eacbe004ffef9e4a340af0436462883d2e01dd90,24,[7510  satisfaction  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_D_a2_C],0,9.185866667,29.457,-1,-1,-3,-2,female,english,no,i understood them all,I-d watch this show alot!,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,satisfaction,,,,pia2_C_a2_C,,0,
7f25bb551eae06c476e7179eea6b1dffae5d181b6f54d2f25c9475bf,24,[7510  disdain  jealousy  AF25HAS  steal  pia2_D_a2_C  pia2_C_a2_C],0,9.50815,25.508,-1,1,-1,3,,English,No,Yes\n,This was a very fun survey.,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,,pia2_C_a2_C,0,
4767e150bc336374edf2baee271ef82c5f0c1bead80d0e38219ea115,12,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_C_a2_C],0,9.787216667,31.038,-1,-1,-2,-3,female,English,No,Understood them all well,No,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,pia2_C_a2_C,pia2_C_a2_C,0,
1987f11c30238ca3f78fa1e5ee170c5be9328ab400a6fd7e6ea20137,20,[7510  disdain  jealousy  AF25HAS  steal  pia2_D_a2_C  pia2_D_a2_C],1,9.78075,27.734,0,1,1,2,male,english,no,yes,no,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,,,0,
a1a9ee032fff0be0651061464b6c0b8bfc4cb26d663dbadbbc8ca4e7,23,[7510  disdain  jealousy  AF25HAS  steal  pia2_D_a2_C  pia2_D_a2_C],1,10.05315,34.447,-1,-1,-1,-2,female,English,No,I was familiar with all of them,No,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,,,0,
e1aed75d72c555a94a0183fda04665edc575987d03c9bded83b0774a,-31,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_D_a2_C],0,10.34208333,24.045,-1,1,-2,1,female,english,,,no,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,pia2_C_a2_C,,0,
91c99246f206bfa8504b7b209ca451eb32d193fcfcc4a178113dfd9f,27,[7510  satisfaction  jealousy  AF25HAS  steal  pia2_D_a2_C  pia2_D_a2_C],0,11.3523,30.52,0,-1,2,-1,male,English,No.,Envy would be the one I-m least familiar with.,,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,satisfaction,,,,,,0,
7d2df625951cea7944256d1124c446e254dd53d74005495d2f487e03,0,[7510  satisfaction  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_C_a2_C],0,9.805916667,25.461,-1,1,-3,3,female,English,no,yes,no,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,satisfaction,,,,pia2_C_a2_C,pia2_C_a2_C,0,
58d8e7fe2585b6742eb31268b7c79e3143e3881f2a8218cfd457e271,14,[7510  disdain  jealousy  AF25HAS  NR  pia2_D_a2_C  pia2_D_a2_C],0,10.80703333,24.026,0,0,-1,-1,male,English,no,sympathy,none,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,NR,,,0,
abb3b747e653b2ec486df96f7383eca41df2a555f9066874f855d521,14,[7510  disdain  jealousy  AF25HAS  steal  pia2_D_a2_C  pia2_D_a2_C],1,11.15266667,23.032,0,-1,1,-1,female,English,no,I was familiar with all of the terms,no feedback,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,,,0,
de981cc98504298e4a0c2f382cf118f18cad34dbd0a786699e91cc94,25,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_D_a2_C],0,11.13061667,32.718,-1,1,-1,2,,English,No,Yes  I recognized all,No,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,pia2_C_a2_C,,0,
c76f54bcae5455d3d54353cc5fa057171913cef3f6ab425253691ccc,20,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_D_a2_C],0,11.84426667,49.293,-1,-1,-2,3,female,English,I don-t,I understood them all. I wasn-t unfamiliar with any of them.,No,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,pia2_C_a2_C,,0,
b76570a2149dfcc93afae6e68ae3462991c7559c5e80fee75a851c76,11,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_C_a2_C],0,11.68758333,41.476,1,-1,-1,-2,,English,no,yes,Interesting game show,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,pia2_C_a2_C,pia2_C_a2_C,0,
59101ac8c894fbfb42d4a886dde709dd3c1e3ee8392ab0cae1185c6a,2,[7510  disdain  jealousy  AF25HAS  steal  pia2_D_a2_C  pia2_C_a2_C],0,11.26148333,29.868,-1,1,-2,2,female,English,None,Understood all,,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,,pia2_C_a2_C,0,
e183a72fca40aabfd3a2eec780a8dc0038d495c5c5efc55c1181588e,26,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_C_a2_C],0,7.072683333,16.135,-1,-1,-1,-1,male,English,No,Yes,,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,pia2_C_a2_C,pia2_C_a2_C,0,
72e0193aeb0d1f37763fdfbb49054c9c84aaf5389bc38cfcc8115666,18,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_C_a2_C],0,11.40283333,20.835,-1,1,-2,3,female,English,no,I understood them all.,none,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,pia2_C_a2_C,pia2_C_a2_C,0,
2ddaeec6e6f78dc28db11ee06d53b4510bd14fcbab58ac1f18e8f8c4,8,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_D_a2_C],0,12.73093333,28.01,-1,-1,-1,2,female,English,No,Contempt,,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,pia2_C_a2_C,,0,
287c829c7b3eb35049697b8f766a441e82cabfdc91d043f87ed4bc0e,15,[7510  disdain  jealousy  AF25HAS  steal  pia2_D_a2_C  pia2_D_a2_C],1,12.8675,29.162,0,1,3,2,male,,No  I-ve never seen this game show before. ,Yes I am familiar with all of these emotional labels.,,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,,,0,
491cfe2ad1c253450938dca17cedd871922564136a67455b81822937,23,[12246  satisfaction  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_D_a2_C],0,7.217483333,24.879,-1,-1,-3,-2,male,English,no,Envy,nice,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,12246,satisfaction,,,,pia2_C_a2_C,,0,
bfc0aefd978b974d493a7f52c6dfdb709aecd8d8f3de8267398d49bc,19,[7510  satisfaction  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_D_a2_C],0,11.56261667,30.599,-1,-1,-2,-1,female,English,No,Yes,No,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,satisfaction,,,,pia2_C_a2_C,,0,
bf1e9c4b4ec1c5bb37ebb3574914214c7b0f5fa7130abd812167e3e9,3,[7510  disdain  jealousy  AF25HAS  steal  pia2_D_a2_C  pia2_D_a2_C],1,14.31876667,42.47,-1,1,-2,2,male,English,NO,YES,None  this was fun. Thank you.,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,,,0,
3d4637c171467f9df3f18ba2b0463a2456136baa7e9f7ac8326d91b5,3,[7510  disdain  jealousy  AF25HAS  split  pia2_D_a2_D  pia2_D_a2_C],0,13.01721667,41.107,-1,1,-2,3,female,english,no,yes  least familiar with fury,fun and different! thanks!,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,split,pia2_D_a2_D,,0,
7f7e6dbae39dd8e6527d3c23462e6d5f84ec0f438410d6032f401e7a,26,[7510  disdain  jealousy  AF25HAS  steal  pia2_D_a2_C  NR],0,13.52205,33.218,-1,-1,-2,-1,female,English,No  I did not. I thought the host looked familiar but I couldnt place him,I recognized all of them  though I am not sure that certain emotions would have been felt before knowing the answer to the split/steal. It would have been easier to gain knowledge of the emotions if we had seen the conversation that led up to the picture  though i guess that is besides the point. It was hard seperating the picture from the information that was given about what happened after the picture was taken, It was hard seperating the picture from the information that was given about what happened after the picture was taken,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,,NR,0,
228f6caa7b5a7e1e28529005f27c860643c2e14fe553ce17c1eedaf6,16,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_D_a2_C],0,8.9652,20.815,-1,-1,-2,-2,female,english,no,yes,n/a,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,pia2_C_a2_C,,0,
442be64bd75b9858225808e003ab2a3745b5f2519e8fbeebb3cfb0a7,29,[12246  boredom  jealousy  AF33ANS  steal  pia2_C_a2_D  pia2_D_a2_C],0,10.71038333,34.831,1,-1,1,2,male,english,usa,surprice,no,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,12246,boredom,,AF33ANS,,pia2_C_a2_D,,0,
3dc57ebec79a868aa46ffb51a4e3a7a8c74d8c9516219dd0771f8b71,7,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_D_a2_C],0,10.31571667,25.875,-1,-1,1,-1,female,English,Nope  I-ve never seen this show before :) ,Yes  I believe I did. ,None  thank you for your time,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,pia2_C_a2_C,,0,
0b22e2b794356dadc6825fa2aa6923bbc2f2f25919b7569ae5b57356,5,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_C_a2_C],0,13.044,32.4,1,0,1,-1,male,English,No,Yes,none,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,pia2_C_a2_C,pia2_C_a2_C,0,
f0bcfeccfce689985ad2ea8a146724d45b7b43a6964791135d5e0322,15,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_D_a2_C],0,11.78681667,33.389,-1,1,-2,3,male,english,None recognized,understood all,Interesting topic  malicious topic regarding peoples evil nature,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,pia2_C_a2_C,,0,
4567896082a85cc4fe47c80ad9b3230fee1ba7c62fa188fb729048b7,1,[7510  disdain  jealousy  AF25HAS  steal  pia2_D_a2_C  pia2_D_a2_C],1,11.80443333,24.27,-1,1,-2,3,male,english,no,yes,no,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,,,0,
d54efd14451e2f19453c167731a881fd07950f38cec5b0d10e1b7cf2,2,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_C_a2_C],0,12.47711667,19.78,0,-1,2,-3,male,engshli,none,yes,is this a real tv game ?  i love it !,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,pia2_C_a2_C,pia2_C_a2_C,0,
6d82d950adcc712c50a66f648e74d4135fd2f561d65004f97ed15c0b,0,[7510  disdain  jealousy  AF25HAS  steal  pia2_D_a2_C  pia2_D_a2_C],1,15.42991667,39.991,-1,-1,1,-2,male,English,no,Yes. Gratitude is the most tricky one for me because I don-t necessarily agree that this is a type of emotion.,,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,,,0,
9520ca65cce1aef5ef7e5c30549e3a05f3028c9ad7e563c1ba9a9bdc,13,[7510  disdain  jealousy  AF25HAS  steal  pia2_D_a2_C  pia2_D_a2_C],1,12.94613333,27.669,-1,-1,-2,-2,female,English,No,I was familiar with all of them,None,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,,,0,
90f484ff41435c626c492a31a105af897ca3d2334c48107e3a290732,29,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_D_a2_C],0,13.33928333,35.14,-1,-1,-2,3,female,English,No,Yes,No,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,pia2_C_a2_C,,0,
45983acd57c387cc7233cc368dd4271f42ac5438cb3c966e1c7113e6,21,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_D_a2_C],0,8.721533333,30.242,-1,-1,-3,-3,female,english,no,understood them all,no,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,pia2_C_a2_C,,0,
96d6f743f5ceb1a514fc72a2b2ef43ced9d4acec1a3f536633b883d7,27,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_C_a2_C],0,12.54511667,42.053,1,1,2,2,female,English ,No,Yes,Fun and interesting study,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,pia2_C_a2_C,pia2_C_a2_C,0,
e930614350350f7947eabe5fa7682f95fb12b15b1dbf25c1ae40a6fd,5,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_C_a2_C],0,12.6171,49.988,1,-1,2,-1,male,English,no,I understood them. I was least familiar with none.,no,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,pia2_C_a2_C,pia2_C_a2_C,0,
246003f71df90d0548a5227e7eb52269ce96e22ede0423482032ab15,14,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_C_a2_C],0,9.826866667,27.499,1,0,2,1,female,english,no,yes,n/a,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,pia2_C_a2_C,pia2_C_a2_C,0,
dc3214cce667b7ea4337d04140ee0f18c6c26619c7da4dd4385b492d,3,[7510  satisfaction  jealousy  AF25HAS  split  pia2_C_a2_D  pia2_D_a2_C],0,5.147933333,12.35,0,0,-1,2,male,English,no,Annoyance,,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,satisfaction,,,split,pia2_C_a2_D,,0,
cc566aacd51811e7fdc224e6718e7d9024dec4cce37998a33b282c3d,15,[7510  disdain  jealousy  AF25HAS  steal  pia2_D_a2_C  pia2_D_a2_C],1,16.20075,49.416,1,0,-1,-2,male,English,No,I was very familiar with all of them. I-m least familiar with Confusion.,,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,,,0,
dac5e582d7bb67b39bb39241576a7ee9fd38ea7d97e6df1e9608f581,9,[7510  disdain  jealousy  AF25HAS  steal  pia2_D_a2_C  pia2_D_a2_C],1,14.72456667,40.392,-1,-1,-1,-1,female,english,I did not recognize any.,contempt,,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,,,0,
529f5168c13ae9a25ac8a77fead1019b0273e8cde3f0eaddc0a9ca1e,20,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_D_a2_C],0,12.42898333,44.276,-1,-1,-2,-2,,English,no,yes,It was fun,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,pia2_C_a2_C,,0,
fab1bc7ed3871dfc906708a13ba0a77aacc8ffce42781e8a227968c5,16,[7510  disdain  jealousy  AF25HAS  steal  pia2_D_a2_C  pia2_D_a2_C],1,18.954,20.1,0,1,2,1,female,English,I did not recognize any videos or images.,I understood all the emotions.,this was a very fun and interesting study. Thank you for including me!,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,,,0,
3ab0d463617ff67d1d7b9d5919829e7bfb57ea1c4d937817f5335341,23,[7510  disdain  jealousy  AF25HAS  split  pia2_D_a2_C  pia2_D_a2_C],0,17.93083333,44.564,-1,-1,-1,-2,male,English,No I didn-t recognize the video,I understood the emotion labels and I am familiar with all of them.,Survey went smoothly. I have no additional feedback  thanks.,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,split,,,0,
950a720bab3d79c1b09b7f28915ad96854ca68d6c102f13eac0ac399,28,[7510  disdain  NR  AF25HAS  split  pia2_C_a2_C  pia2_C_a2_C],0,16.55135,30.845,-1,-1,-3,-3,male,English,no,Contempt,no,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,NR,,split,pia2_C_a2_C,pia2_C_a2_C,0,
c169685df5474062b2a55f630cd68da65baf93a92aa4eeb0fac350b7,16,[7510  disdain  jealousy  AF25HAS  steal  pia2_D_a2_C  pia2_D_a2_C],1,16.6706,38.845,-1,-1,-1,-2,female,English,n/a,contempt,I thought it was fun.,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,,,0,
998023c7874ca768ee3988ab56e8f9cc8171c68a62e80082cb284c28,24,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_C_a2_C],0,12.93216667,36.635,-1,1,-1,2,female,english,no,yes  i am familiar with all of them and know what they all mean,it is a well paying hit and not too long,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,pia2_C_a2_C,pia2_C_a2_C,0,
89941fe63de2a05e9602bfba6dd0b9e9593fda936fd5069543bffa31,19,[7510  disdain  jealousy  AF25HAS  steal  pia2_C_a2_C  pia2_C_a2_C],0,17.54048333,59.286,-1,1,-2,3,male,,Yes  from an earlier hit but with different contestants I believe.,Yes but sine you ask I will say contempt.,,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,pia2_C_a2_C,pia2_C_a2_C,0,
5bed79bdde092a84d70a7e87e811705d3a00f4b6a138759b0e923ea1,9,[7510  disdain  jealousy  AF25HAS  split  pia2_D_a2_C  pia2_D_a2_C],0,13.2363,24.663,-1,-1,1,1,male,English,no,Yes. Contempt  envy  respect,,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,split,,,0,
6361dcccadd7d8d00206b862c1649b771a69056399adfdf3f15be456,22,[7510  disdain  jealousy  AF25HAS  steal  pia2_D_a2_C  pia2_C_a2_C],0,14.76371667,37.246,-1,1,-1,3,female,english,No,Understood all,none,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE,,,,,,,pia2_C_a2_C,0,
